resy_id,token,start,name,template,neighborhood,city

70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/16:00:00/4/Dining Room,2023-03-20 16:00:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/16:15:00/4/Dining Room,2023-03-20 16:15:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/16:30:00/4/Dining Room,2023-03-20 16:30:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/16:45:00/4/Dining Room,2023-03-20 16:45:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/17:00:00/4/Dining Room,2023-03-20 17:00:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/17:15:00/4/Dining Room,2023-03-20 17:15:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/17:30:00/4/Dining Room,2023-03-20 17:30:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/17:45:00/4/Dining Room,2023-03-20 17:45:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/18:00:00/4/Dining Room,2023-03-20 18:00:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/18:15:00/4/Dining Room,2023-03-20 18:15:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/18:30:00/4/Dining Room,2023-03-20 18:30:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/18:45:00/4/Dining Room,2023-03-20 18:45:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/19:00:00/4/Dining Room,2023-03-20 19:00:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/19:15:00/4/Dining Room,2023-03-20 19:15:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/19:30:00/4/Dining Room,2023-03-20 19:30:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/19:45:00/4/Dining Room,2023-03-20 19:45:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/20:00:00/4/Dining Room,2023-03-20 20:00:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/20:15:00/4/Dining Room,2023-03-20 20:15:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/20:30:00/4/Dining Room,2023-03-20 20:30:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/20:45:00/4/Dining Room,2023-03-20 20:45:00,Verde on Smith,2102916,Brooklyn,ny
70097,rgs://resy/70097/2105308/2/2023-03-20/2023-03-20/21:00:00/4/Dining Room,2023-03-20 21:00:00,Verde on Smith,2102916,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/16:00:00/4/Dining Room,2023-03-20 16:00:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/16:30:00/4/Dining Room,2023-03-20 16:30:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/17:00:00/4/Dining Room,2023-03-20 17:00:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/17:30:00/4/Dining Room,2023-03-20 17:30:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/18:00:00/4/Dining Room,2023-03-20 18:00:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/18:30:00/4/Dining Room,2023-03-20 18:30:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/19:00:00/4/Dining Room,2023-03-20 19:00:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/19:30:00/4/Dining Room,2023-03-20 19:30:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/20:00:00/4/Dining Room,2023-03-20 20:00:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/20:30:00/4/Dining Room,2023-03-20 20:30:00,Levant on Smith,2095139,Brooklyn,ny
70078,rgs://resy/70078/2096089/2/2023-03-20/2023-03-20/21:00:00/4/Dining Room,2023-03-20 21:00:00,Levant on Smith,2095139,Brooklyn,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:00:00/4/Bar Seat,2023-03-20 17:00:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:00:00/4/Lounge,2023-03-20 17:00:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:15:00/4/Bar Seat,2023-03-20 17:15:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:15:00/4/Lounge,2023-03-20 17:15:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:30:00/4/Bar Seat,2023-03-20 17:30:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:30:00/4/Lounge,2023-03-20 17:30:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:45:00/4/Bar Seat,2023-03-20 17:45:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/17:45:00/4/Lounge,2023-03-20 17:45:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/18:00:00/4/Bar Seat,2023-03-20 18:00:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/18:00:00/4/Lounge,2023-03-20 18:00:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/18:15:00/4/Bar Seat,2023-03-20 18:15:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/18:15:00/4/Lounge,2023-03-20 18:15:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/18:30:00/4/Bar Seat,2023-03-20 18:30:00,Caleta,2082576,East Village,ny
69732,rgs://resy/69732/2088872/2/2023-03-20/2023-03-20/18:30:00/4/Lounge,2023-03-20 18:30:00,Caleta,2082576,East Village,ny
