resy_id,token,start,name,template,neighborhood,city
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/11:30:00/4/Covered Outdoor Patio,2023-03-20 11:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/11:30:00/4/Indoor Dining,2023-03-20 11:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/11:45:00/4/Covered Outdoor Patio,2023-03-20 11:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/11:45:00/4/Indoor Dining,2023-03-20 11:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:00:00/4/Covered Outdoor Patio,2023-03-20 12:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:00:00/4/Indoor Dining,2023-03-20 12:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:15:00/4/Covered Outdoor Patio,2023-03-20 12:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:15:00/4/Indoor Dining,2023-03-20 12:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:30:00/4/Covered Outdoor Patio,2023-03-20 12:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:30:00/4/Indoor Dining,2023-03-20 12:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:45:00/4/Covered Outdoor Patio,2023-03-20 12:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/12:45:00/4/Indoor Dining,2023-03-20 12:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:00:00/4/Covered Outdoor Patio,2023-03-20 13:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:00:00/4/Indoor Dining,2023-03-20 13:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:15:00/4/Covered Outdoor Patio,2023-03-20 13:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:15:00/4/Indoor Dining,2023-03-20 13:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:30:00/4/Covered Outdoor Patio,2023-03-20 13:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:30:00/4/Indoor Dining,2023-03-20 13:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:45:00/4/Covered Outdoor Patio,2023-03-20 13:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/13:45:00/4/Indoor Dining,2023-03-20 13:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:00:00/4/Covered Outdoor Patio,2023-03-20 14:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:00:00/4/Indoor Dining,2023-03-20 14:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:15:00/4/Covered Outdoor Patio,2023-03-20 14:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:15:00/4/Indoor Dining,2023-03-20 14:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:30:00/4/Covered Outdoor Patio,2023-03-20 14:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:30:00/4/Indoor Dining,2023-03-20 14:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:45:00/4/Covered Outdoor Patio,2023-03-20 14:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/14:45:00/4/Indoor Dining,2023-03-20 14:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/15:00:00/4/Covered Outdoor Patio,2023-03-20 15:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/15:00:00/4/Indoor Dining,2023-03-20 15:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/15:15:00/4/Covered Outdoor Patio,2023-03-20 15:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/15:15:00/4/Indoor Dining,2023-03-20 15:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/15:30:00/4/Covered Outdoor Patio,2023-03-20 15:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1059600/3/2023-03-20/2023-03-20/15:30:00/4/Indoor Dining,2023-03-20 15:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/16:00:00/4/Indoor Dining,2023-03-20 16:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/16:15:00/4/Indoor Dining,2023-03-20 16:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/16:30:00/4/Covered Outdoor Patio,2023-03-20 16:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/16:30:00/4/Indoor Dining,2023-03-20 16:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/16:45:00/4/Indoor Dining,2023-03-20 16:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/17:00:00/4/Covered Outdoor Patio,2023-03-20 17:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/17:00:00/4/Indoor Dining,2023-03-20 17:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/17:15:00/4/Covered Outdoor Patio,2023-03-20 17:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/17:30:00/4/Indoor Dining,2023-03-20 17:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/17:45:00/4/Indoor Dining,2023-03-20 17:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/18:00:00/4/Covered Outdoor Patio,2023-03-20 18:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/18:00:00/4/Indoor Dining,2023-03-20 18:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/18:15:00/4/Indoor Dining,2023-03-20 18:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/18:30:00/4/Covered Outdoor Patio,2023-03-20 18:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/18:30:00/4/Indoor Dining,2023-03-20 18:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/18:45:00/4/Covered Outdoor Patio,2023-03-20 18:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/19:00:00/4/Indoor Dining,2023-03-20 19:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/19:15:00/4/Indoor Dining,2023-03-20 19:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/19:30:00/4/Covered Outdoor Patio,2023-03-20 19:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/19:30:00/4/Indoor Dining,2023-03-20 19:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/19:45:00/4/Indoor Dining,2023-03-20 19:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/20:00:00/4/Covered Outdoor Patio,2023-03-20 20:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/20:00:00/4/Indoor Dining,2023-03-20 20:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/20:15:00/4/Covered Outdoor Patio,2023-03-20 20:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/20:15:00/4/Indoor Dining,2023-03-20 20:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/20:30:00/4/Indoor Dining,2023-03-20 20:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/20:45:00/4/Indoor Dining,2023-03-20 20:45:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/21:00:00/4/Covered Outdoor Patio,2023-03-20 21:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/21:00:00/4/Indoor Dining,2023-03-20 21:00:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/21:15:00/4/Indoor Dining,2023-03-20 21:15:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/21:30:00/4/Indoor Dining,2023-03-20 21:30:00,Rosemary's,661375,West Village,ny
2,rgs://resy/2/1843946/2/2023-03-20/2023-03-20/21:45:00/4/Indoor Dining,2023-03-20 21:45:00,Rosemary's,661375,West Village,ny
5,rgs://resy/5/1726145/2/2023-03-20/2023-03-20/17:00:00/4/Dining Room,2023-03-20 17:00:00,Charlie Bird,345850,SoHo,ny
5,rgs://resy/5/1843225/2/2023-03-20/2023-03-20/17:00:00/4/Patio,2023-03-20 17:00:00,Charlie Bird,345850,SoHo,ny
5,rgs://resy/5/1726145/2/2023-03-20/2023-03-20/17:15:00/4/Dining Room,2023-03-20 17:15:00,Charlie Bird,345850,SoHo,ny
5,rgs://resy/5/1843225/2/2023-03-20/2023-03-20/17:15:00/4/Patio,2023-03-20 17:15:00,Charlie Bird,345850,SoHo,ny
5,rgs://resy/5/1726145/2/2023-03-20/2023-03-20/17:30:00/4/Dining Room,2023-03-20 17:30:00,Charlie Bird,345850,SoHo,ny
